Date,Open,High,Low,Close,Adj Close,Volume
2012-03-27,2010.000000,2039.800049,1988.599976,2010.000000,1423.511841,379483
2012-03-28,2005.900024,2010.800049,1969.750000,1987.400024,1407.506592,466478
2012-03-29,1981.000000,2049.800049,1971.650024,2035.949951,1441.890381,793922
2012-03-30,2045.000000,2065.000000,2035.300049,2055.250000,1455.558716,572601
2012-04-02,2070.000000,2072.000000,2033.400024,2058.149902,1457.612671,176537
2012-04-03,2065.449951,2067.000000,2005.000000,2008.599976,1422.520386,334775
2012-04-04,2009.900024,2042.449951,1990.050049,2011.949951,1424.893188,302795
2012-04-09,2000.000000,2008.050049,1962.050049,1974.500000,1398.370117,274615
2012-04-10,1988.400024,1988.400024,1944.449951,1978.000000,1400.848999,176648
2012-04-11,1970.000000,1983.550049,1953.000000,1972.650024,1397.060303,193859
2012-04-12,1992.000000,2035.000000,1976.449951,2027.900024,1436.189087,417422
2012-04-13,2035.000000,2098.899902,2035.000000,2056.550049,1456.479492,457128
2012-04-16,2064.000000,2084.000000,2039.800049,2068.699951,1465.084229,282044
2012-04-17,2065.000000,2135.000000,2055.500000,2124.899902,1504.885986,345122
2012-04-18,2135.000000,2161.949951,2128.149902,2142.149902,1517.102661,171749
2012-04-19,2145.000000,2212.750000,2127.149902,2195.550049,1554.921509,275930
2012-04-20,2185.000000,2217.949951,2176.149902,2189.300049,1550.494995,228155
2012-04-23,2171.000000,2209.649902,2138.100098,2146.699951,1520.324829,222350
2012-04-24,2140.199951,2213.000000,2128.500000,2191.199951,1551.840576,387559
2012-04-25,2183.000000,2257.050049,2180.000000,2243.449951,1588.844727,503959
2012-04-26,2249.000000,2253.000000,2146.050049,2169.500000,1536.472290,657742
2012-04-27,2183.800049,2206.000000,2152.649902,2175.050049,1540.403076,454928
2012-04-30,2183.800049,2248.899902,2178.000000,2241.050049,1587.145264,553431
2012-05-02,2262.250000,2279.000000,2202.649902,2244.800049,1589.801025,604222
2012-05-03,2173.000000,2173.000000,2052.100098,2073.050049,1468.164917,2058877
2012-05-04,2055.350098,2057.250000,1966.199951,1977.550049,1400.530762,1263364
2012-05-07,1940.000000,1971.550049,1893.750000,1953.599976,1383.568848,1240864
2012-05-08,1964.949951,1991.000000,1880.000000,1899.150024,1345.006348,647552
2012-05-09,1885.000000,1924.000000,1862.000000,1872.199951,1325.920044,646494
2012-05-10,1890.000000,1923.500000,1821.050049,1843.900024,1305.877686,690913
2012-05-11,1843.000000,1878.000000,1835.550049,1843.699951,1305.735718,391941
2012-05-14,1828.000000,1868.000000,1818.500000,1843.349976,1305.487915,364980
2012-05-15,1826.300049,1907.250000,1826.300049,1893.500000,1341.005005,810386
2012-05-16,1871.050049,1904.250000,1851.099976,1884.199951,1334.418701,575493
2012-05-17,1900.000000,1921.599976,1880.250000,1895.849976,1342.669556,595177
2012-05-18,1875.000000,1885.000000,1836.500000,1867.449951,1322.555908,378834
2012-05-21,1856.199951,1884.250000,1852.000000,1864.050049,1320.147827,349560
2012-05-22,1877.000000,1894.800049,1842.550049,1852.949951,1312.286865,559720
2012-05-23,1845.000000,1850.500000,1808.000000,1829.000000,1295.325073,936900
2012-05-24,1813.250000,1836.000000,1795.150024,1820.650024,1289.411499,492497
2012-05-25,1810.250000,1848.000000,1810.250000,1841.449951,1304.142456,425930
2012-05-28,1840.000000,1861.949951,1832.000000,1849.449951,1309.807861,243473
2012-05-29,1850.349976,1868.000000,1850.099976,1860.750000,1317.811035,468387
2012-05-30,1850.500000,1867.500000,1840.199951,1855.599976,1314.163696,674169
2012-05-31,1835.150024,1851.949951,1821.000000,1830.099976,1296.104126,422840
2012-06-01,1812.000000,1834.000000,1810.000000,1821.349976,1289.906982,265295
2012-06-04,1810.050049,1843.800049,1805.000000,1837.849976,1301.592896,459633
2012-06-05,1852.000000,1875.000000,1846.000000,1865.199951,1320.962524,559614
2012-06-06,1884.000000,1973.949951,1880.650024,1955.050049,1384.595703,806980
2012-06-07,1963.050049,2009.000000,1963.050049,2001.150024,1417.244019,472620
2012-06-08,1976.099976,2018.800049,1967.699951,2005.250000,1420.148071,289383
2012-06-11,2006.050049,2025.000000,1962.050049,1975.300049,1398.937134,322677
2012-06-12,1956.500000,2015.000000,1956.500000,1990.300049,1409.560303,418856
2012-06-13,1990.300049,2004.000000,1945.300049,1954.099976,1383.922852,343187
2012-06-14,1959.900024,1979.900024,1936.099976,1954.050049,1383.887451,214600
2012-06-15,1957.949951,2019.000000,1957.949951,2000.050049,1416.465210,410026
2012-06-18,2012.000000,2043.900024,1976.800049,1994.000000,1412.180420,245442
2012-06-19,1982.000000,2014.300049,1982.000000,2000.400024,1416.713013,289973
2012-06-20,2007.000000,2055.000000,2003.650024,2035.800049,1441.784180,397108
2012-06-21,2028.000000,2080.649902,2019.750000,2071.649902,1467.173462,352542
2012-06-22,2055.050049,2112.000000,2055.000000,2086.100098,1477.407227,505816
2012-06-25,2074.050049,2108.750000,2021.300049,2030.800049,1438.242920,291067
2012-06-26,2021.000000,2060.000000,2010.000000,2050.449951,1452.159302,299434
2012-06-27,2060.000000,2071.250000,2043.000000,2054.899902,1455.310913,173035
2012-06-28,2067.000000,2099.000000,2040.000000,2087.000000,1478.044556,334237
2012-06-29,2097.000000,2160.000000,2094.000000,2149.399902,1522.237061,367416
2012-07-02,2148.000000,2148.000000,2106.100098,2114.350098,1497.414551,327541
2012-07-03,2114.350098,2138.000000,2083.449951,2096.500000,1484.772461,360037
2012-07-04,2100.000000,2125.000000,2098.100098,2115.100098,1497.945557,176569
2012-07-05,2106.399902,2132.199951,2106.399902,2121.149902,1502.230103,208820
2012-07-06,2118.000000,2132.399902,2072.600098,2082.050049,1474.539063,322363
2012-07-09,2073.000000,2082.300049,2022.000000,2027.050049,1435.587158,362749
2012-07-10,2027.000000,2067.399902,2027.000000,2064.750000,1462.287109,184155
2012-07-11,2064.750000,2077.750000,2032.199951,2036.349976,1442.173584,266366
2012-07-12,2029.000000,2075.000000,2020.199951,2062.899902,1460.976563,280626
2012-07-13,2065.000000,2090.000000,2065.000000,2086.750000,1477.867432,173741
2012-07-16,2098.000000,2111.899902,2081.250000,2095.649902,1484.170776,150739
2012-07-17,2111.000000,2121.149902,2093.699951,2097.100098,1485.197632,295022
2012-07-18,2086.000000,2124.000000,2060.000000,2113.899902,1497.095215,165175
2012-07-19,2135.000000,2135.699951,2066.300049,2088.699951,1479.248779,966016
2012-07-20,2063.000000,2097.350098,2041.449951,2082.000000,1474.503296,519315
2012-07-23,2061.100098,2083.350098,2043.250000,2052.199951,1453.398682,333826
2012-07-24,2053.100098,2064.000000,2026.099976,2035.250000,1441.394531,401269
2012-07-25,2037.000000,2045.000000,2015.000000,2031.500000,1438.738892,246390
2012-07-26,2035.000000,2047.900024,2015.000000,2037.849976,1443.235962,378172
2012-07-27,2050.000000,2064.600098,1978.599976,2010.050049,1423.547607,426103
2012-07-30,2020.000000,2037.000000,2005.349976,2031.500000,1438.738892,153133
2012-07-31,2035.000000,2040.000000,1990.500000,2005.000000,1419.970947,250683
2012-08-01,2011.250000,2014.199951,1963.099976,1974.650024,1398.476440,650600
2012-08-02,1949.949951,1982.500000,1926.750000,1962.699951,1390.013428,469751
2012-08-03,1959.949951,1973.300049,1949.550049,1959.099976,1387.463989,287375
2012-08-06,1980.000000,1985.000000,1962.449951,1978.750000,1401.380493,247562
2012-08-07,1947.699951,1957.300049,1941.099976,1952.250000,1414.787231,401004
2012-08-08,1960.000000,1973.800049,1951.000000,1963.199951,1422.722534,289917
2012-08-09,1968.000000,1980.000000,1945.050049,1952.400024,1414.895996,300910
2012-08-10,1949.000000,1959.199951,1898.000000,1912.400024,1385.908081,451977
2012-08-13,1912.000000,1926.800049,1878.199951,1889.250000,1369.131226,406947
2012-08-14,1892.250000,1898.000000,1870.050049,1880.150024,1362.536499,505362
2012-08-16,1890.000000,1939.000000,1889.949951,1929.900024,1398.590332,521471
2012-08-17,1925.000000,1947.000000,1925.000000,1935.199951,1402.431030,291001
2012-08-21,1925.000000,1932.000000,1898.099976,1921.050049,1392.176636,511098
2012-08-22,1911.000000,1954.699951,1911.000000,1935.900024,1402.938354,212863
2012-08-23,1942.900024,1953.949951,1930.000000,1938.599976,1404.895142,182846
2012-08-24,1930.050049,1945.000000,1928.349976,1936.000000,1403.010986,105079
2012-08-27,1937.099976,1945.849976,1910.599976,1930.199951,1398.807495,149762
2012-08-28,1931.250000,1939.000000,1900.000000,1914.750000,1387.611084,419851
2012-08-29,1910.250000,1916.000000,1841.099976,1849.050049,1339.998901,594945
2012-08-30,1840.199951,1874.949951,1793.000000,1823.599976,1321.555054,716015
2012-08-31,1824.900024,1835.000000,1752.000000,1763.000000,1277.638794,576333
2012-09-03,1751.099976,1804.949951,1745.000000,1798.949951,1303.691284,386904
2012-09-04,1784.199951,1813.000000,1776.099976,1807.849976,1310.141235,319544
2012-09-05,1791.000000,1814.949951,1790.000000,1808.099976,1310.321899,277420
2012-09-06,1801.000000,1807.800049,1776.000000,1790.000000,1297.205200,274265
2012-09-07,1811.199951,1814.000000,1783.000000,1799.800049,1304.307129,299062
2012-09-08,null,null,null,null,null,null
2012-09-10,1800.000000,1828.750000,1796.300049,1820.400024,1319.236328,262127
2012-09-11,1820.000000,1820.000000,1768.449951,1798.349976,1303.256592,436683
2012-09-12,1801.900024,1803.949951,1778.000000,1787.150024,1295.139893,279248
2012-09-13,1788.199951,1833.400024,1788.099976,1822.400024,1320.685547,373227
2012-09-14,1845.000000,1868.000000,1827.000000,1862.550049,1349.782104,369942
2012-09-17,1875.000000,1924.000000,1857.949951,1919.800049,1391.270874,532648
2012-09-18,1924.900024,1943.199951,1897.099976,1930.900024,1399.314819,383532
2012-09-20,1914.900024,1919.900024,1875.000000,1900.400024,1377.211426,386687
2012-09-21,1900.550049,1934.900024,1900.550049,1922.500000,1393.227539,429835
2012-09-24,1920.000000,1949.949951,1913.000000,1921.699951,1392.647705,253357
2012-09-25,1920.000000,1935.800049,1880.000000,1891.699951,1370.906860,202942
2012-09-26,1889.000000,1931.599976,1871.099976,1919.949951,1391.379395,310618
2012-09-27,1921.000000,1946.449951,1845.800049,1876.300049,1359.746582,596056
2012-09-28,1890.000000,1910.699951,1871.000000,1880.300049,1362.645264,300496
2012-10-01,1892.000000,1905.000000,1872.000000,1880.550049,1362.826660,423894
2012-10-03,1847.800049,1873.000000,1845.250000,1849.699951,1340.469604,392751
2012-10-04,1855.000000,1868.900024,1822.000000,1831.400024,1327.207886,592462
2012-10-05,1843.500000,1850.000000,1662.000000,1810.449951,1312.025513,485283
2012-10-08,1815.000000,1818.599976,1780.099976,1788.150024,1295.864624,484359
2012-10-09,1784.000000,1815.000000,1777.800049,1803.400024,1306.916260,302598
2012-10-10,1794.900024,1831.550049,1787.699951,1814.349976,1314.851440,276598
2012-10-11,1810.000000,1829.000000,1795.000000,1806.150024,1308.909546,499665
2012-10-12,1800.050049,1821.800049,1775.150024,1778.849976,1289.125000,219122
2012-10-15,1771.000000,1782.000000,1762.000000,1767.449951,1280.863403,206950
2012-10-16,1769.000000,1810.000000,1757.050049,1798.900024,1303.655029,446588
2012-10-17,1810.000000,1815.000000,1781.099976,1808.900024,1310.901855,237920
2012-10-18,1816.000000,1849.000000,1802.150024,1841.449951,1334.490967,330177
2012-10-19,1838.099976,1855.000000,1812.300049,1849.949951,1340.650635,309638
2012-10-22,1844.449951,1847.550049,1819.000000,1827.650024,1324.489990,143675
2012-10-23,1808.099976,1814.000000,1782.300049,1795.750000,1301.372437,391862
2012-10-25,1755.000000,1840.000000,1751.000000,1832.300049,1327.859863,915929
2012-10-29,1870.000000,1919.650024,1868.199951,1904.699951,1380.327881,550020
2012-10-30,1900.050049,1909.099976,1827.150024,1872.099976,1356.702881,399260
2012-10-31,1872.099976,1893.900024,1853.650024,1880.000000,1362.427734,186534
2012-11-01,1880.000000,1917.800049,1867.500000,1910.000000,1384.168701,473654
2012-11-02,1920.250000,1950.000000,1920.250000,1945.800049,1410.112671,393326
2012-11-05,1947.000000,1966.000000,1935.099976,1949.150024,1412.540527,214424
2012-11-06,1945.199951,1954.949951,1914.349976,1935.750000,1402.829468,227595
2012-11-07,1934.050049,1963.949951,1920.000000,1946.199951,1410.402588,302703
2012-11-08,1932.000000,1946.000000,1915.500000,1923.050049,1393.625977,262645
2012-11-09,1920.949951,1920.949951,1892.500000,1908.199951,1382.864136,247090
2012-11-11,null,null,null,null,null,null
2012-11-12,1914.650024,1915.000000,1867.449951,1872.400024,1356.920288,276786
2012-11-15,1855.000000,1861.900024,1825.000000,1839.650024,1333.186523,350591
2012-11-16,1849.000000,1855.599976,1801.550049,1815.650024,1315.793701,375598
2012-11-19,1824.000000,1850.000000,1812.199951,1842.500000,1335.251709,168603
2012-11-20,1852.000000,1857.900024,1811.750000,1821.750000,1320.214355,193804
2012-11-21,1823.650024,1833.150024,1791.349976,1807.300049,1309.742554,177224
2012-11-22,1815.250000,1823.000000,1797.949951,1803.300049,1306.843628,149377
2012-11-23,1805.000000,1833.500000,1801.000000,1825.250000,1322.750732,211298
2012-11-26,1827.000000,1842.000000,1822.250000,1832.449951,1327.968506,174160
2012-11-27,1835.000000,1851.000000,1826.650024,1840.300049,1333.657471,226936
2012-11-29,1845.000000,1869.800049,1813.000000,1816.000000,1316.047485,1256502
2012-11-30,1831.000000,1865.500000,1816.099976,1826.650024,1323.765381,429455
2012-12-03,1823.349976,1830.000000,1802.400024,1821.199951,1319.815674,347041
2012-12-04,1805.000000,1817.800049,1802.000000,1810.250000,1311.880371,309399
2012-12-05,1815.250000,1834.900024,1806.599976,1821.500000,1320.032837,352250
2012-12-06,1828.000000,1839.449951,1802.250000,1825.199951,1322.714722,299602
2012-12-07,1821.099976,1833.250000,1817.099976,1826.199951,1323.439209,836365
2012-12-10,1825.250000,1847.000000,1825.250000,1842.250000,1335.070679,342786
2012-12-11,1850.000000,1861.900024,1840.000000,1853.250000,1343.042603,364600
2012-12-12,1862.000000,1894.000000,1858.050049,1889.949951,1369.638916,563429
2012-12-13,1900.000000,1911.000000,1874.099976,1878.500000,1361.340942,475250
2012-12-14,1882.250000,1887.050049,1851.199951,1863.550049,1350.506592,247734
2012-12-17,1855.250000,1882.000000,1855.000000,1865.550049,1351.956055,94031
2012-12-18,1871.250000,1891.000000,1857.400024,1884.550049,1365.725220,138953
2012-12-19,1891.250000,1922.000000,1883.000000,1916.300049,1388.734253,284915
2012-12-20,1923.900024,1932.849976,1885.599976,1910.500000,1384.531250,266365
2012-12-21,1900.000000,1914.400024,1893.250000,1900.300049,1377.139038,222541
2012-12-24,1910.000000,1918.000000,1876.099976,1886.349976,1367.029541,144160
2012-12-26,1886.349976,1890.000000,1865.099976,1874.650024,1358.550781,380494
2012-12-27,1888.199951,1892.000000,1854.550049,1869.500000,1354.818726,396050
2012-12-28,1879.000000,1903.750000,1873.550049,1896.199951,1374.168091,314169
2012-12-31,1904.900024,1914.300049,1893.300049,1900.599976,1377.356812,81822
2013-01-01,1905.349976,1911.849976,1884.900024,1897.349976,1375.001343,104950
2013-01-02,1930.000000,1939.250000,1900.000000,1905.349976,1380.798828,353260
2013-01-03,1917.099976,1921.900024,1881.000000,1887.949951,1368.189087,334607
2013-01-04,1884.000000,1895.000000,1870.099976,1887.949951,1368.189087,163808
2013-01-07,1892.000000,1909.900024,1886.650024,1897.300049,1374.965210,371288
2013-01-08,1896.000000,1901.599976,1870.099976,1881.099976,1363.225342,302516
2013-01-09,1894.900024,1894.900024,1841.449951,1847.699951,1339.020386,600024
2013-01-10,1852.250000,1865.000000,1842.099976,1848.750000,1339.781128,182991
2013-01-11,1850.250000,1857.300049,1823.000000,1839.449951,1333.041260,324710
2013-01-14,1821.000000,1854.199951,1820.000000,1843.199951,1335.759033,321117
2013-01-15,1831.050049,1855.000000,1808.099976,1844.599976,1336.773682,529832
2013-01-16,1835.250000,1851.699951,1826.400024,1834.599976,1329.526611,342851
2013-01-17,1821.000000,1844.900024,1801.000000,1818.699951,1318.004272,881628
2013-01-18,1750.099976,1782.199951,1720.050049,1764.099976,1278.435913,1406385
2013-01-21,1769.000000,1782.199951,1754.349976,1771.949951,1284.124390,271002
2013-01-22,1764.900024,1769.650024,1750.099976,1762.550049,1277.312378,280941
2013-01-23,1755.500000,1789.800049,1750.300049,1782.699951,1291.914673,347240
2013-01-24,1779.000000,1779.000000,1752.400024,1770.300049,1282.928955,307598
2013-01-25,1765.099976,1783.000000,1750.650024,1764.900024,1279.015625,149298
2013-01-28,1761.000000,1810.000000,1761.000000,1798.349976,1303.256592,207424
2013-01-29,1799.449951,1823.800049,1792.099976,1809.949951,1311.662842,342333
2013-01-30,1824.000000,1826.099976,1785.250000,1796.099976,1301.625977,314117
2013-01-31,1800.000000,1834.900024,1783.449951,1822.099976,1320.467896,517873
2013-02-01,1825.000000,1825.000000,1794.500000,1810.050049,1311.735352,339772
2013-02-04,1825.000000,1832.500000,1807.000000,1817.800049,1317.352051,326544
2013-02-05,1812.000000,1812.000000,1781.400024,1791.650024,1298.401001,401852
2013-02-06,1808.949951,1809.000000,1772.300049,1780.199951,1290.103271,390307
2013-02-07,1771.900024,1772.000000,1747.550049,1755.900024,1272.493408,285256
2013-02-08,1760.000000,1763.800049,1708.050049,1719.250000,1245.932983,230149
2013-02-11,1724.000000,1724.000000,1686.099976,1704.800049,1235.461426,272983
2013-02-12,1705.000000,1732.199951,1687.199951,1702.150024,1233.540894,249220
2013-02-13,1698.000000,1710.250000,1635.500000,1694.250000,1227.815674,196764
2013-02-14,1703.900024,1707.400024,1658.000000,1670.449951,1210.567749,283632
2013-02-15,1665.050049,1690.000000,1644.900024,1680.099976,1217.561401,248567
2013-02-18,1671.099976,1704.849976,1668.050049,1693.349976,1227.163696,122997
2013-02-19,1690.199951,1706.900024,1655.099976,1672.599976,1212.125854,216417
2013-02-20,1670.250000,1699.000000,1670.250000,1695.150024,1228.468018,144186
2013-02-21,1687.500000,1695.000000,1677.000000,1688.400024,1223.576294,250402
2013-02-22,1694.000000,1694.000000,1662.300049,1677.349976,1215.568237,150560
2013-02-25,1685.000000,1712.500000,1654.000000,1706.800049,1236.910400,204253
2013-02-26,1689.699951,1699.000000,1673.449951,1690.250000,1224.916992,172412
2013-02-27,1695.250000,1708.000000,1660.449951,1672.900024,1212.343384,151694
2013-02-28,1681.000000,1696.150024,1648.000000,1667.449951,1208.393799,397681
2013-03-01,1667.449951,1667.750000,1615.000000,1646.949951,1193.537476,263272
2013-03-04,1650.000000,1657.099976,1615.500000,1638.800049,1187.631226,231338
2013-03-05,1627.099976,1654.000000,1626.849976,1645.750000,1192.667847,195669
2013-03-06,1650.000000,1659.900024,1631.000000,1647.050049,1193.610107,187614
2013-03-07,1650.000000,1725.000000,1650.000000,1713.650024,1241.874756,320690
2013-03-08,1715.250000,1766.800049,1715.250000,1743.150024,1263.253540,465233
2013-03-11,1743.150024,1748.000000,1690.000000,1697.449951,1230.134644,191681
2013-03-12,1683.199951,1710.000000,1672.150024,1677.900024,1215.967163,239652
2013-03-13,1670.000000,1681.400024,1656.000000,1673.750000,1212.959473,220273
2013-03-14,1677.000000,1698.849976,1661.550049,1669.099976,1209.589478,344098
2013-03-15,1675.199951,1695.000000,1666.699951,1684.449951,1220.713745,176736
2013-03-18,1672.300049,1694.599976,1670.000000,1690.500000,1225.098145,135513
2013-03-19,1694.949951,1699.900024,1603.699951,1645.599976,1192.559204,310970
2013-03-20,1635.000000,1665.000000,1626.400024,1651.150024,1196.581299,297481
2013-03-21,1645.000000,1666.800049,1615.650024,1623.300049,1176.398560,220180
2013-03-22,1627.000000,1674.500000,1627.000000,1659.599976,1202.705200,286198
2013-03-25,1665.000000,1665.650024,1608.400024,1617.699951,1172.340454,223521
2013-03-26,1602.050049,1620.000000,1566.550049,1571.849976,1139.112793,321021
2013-03-28,1568.000000,1568.000000,1515.949951,1542.000000,1117.480957,634551
2013-04-01,1545.000000,1551.250000,1525.000000,1533.250000,1111.139404,275798
2013-04-02,1532.150024,1538.099976,1518.300049,1532.300049,1110.451050,225802
2013-04-03,1532.550049,1542.599976,1487.849976,1497.650024,1085.340698,354472
2013-04-04,1483.300049,1489.000000,1450.000000,1454.050049,1053.743896,493390
2013-04-05,1446.199951,1488.000000,1435.099976,1481.400024,1073.564209,399161
2013-04-08,1482.750000,1497.949951,1466.300049,1480.099976,1072.622070,439179
2013-04-09,1484.949951,1505.449951,1463.000000,1465.099976,1061.751709,298280
2013-04-10,1470.500000,1478.000000,1448.300049,1464.449951,1061.280518,1423609
2013-04-11,1464.099976,1467.800049,1440.099976,1455.099976,1054.504639,429465
2013-04-12,1449.500000,1464.000000,1444.000000,1455.349976,1054.685791,334147
2013-04-15,1451.000000,1459.150024,1435.000000,1438.599976,1042.547119,224062
2013-04-16,1438.599976,1499.000000,1438.599976,1488.349976,1078.600708,381669
2013-04-17,1500.400024,1505.000000,1473.699951,1491.300049,1080.738892,301744
2013-04-18,1500.000000,1520.000000,1450.550049,1505.000000,1090.667114,480684
2013-04-22,1510.000000,1542.000000,1502.849976,1532.300049,1110.451050,299816
2013-04-23,1525.000000,1579.500000,1523.000000,1573.599976,1140.380981,245274
2013-04-25,1580.900024,1648.000000,1560.500000,1617.750000,1172.376465,373940
2013-04-26,1576.099976,1645.000000,1576.099976,1596.849976,1157.230591,485675
2013-04-29,1650.000000,1683.849976,1633.099976,1648.800049,1194.878418,805566
2013-04-30,1650.199951,1659.949951,1630.000000,1644.449951,1191.725830,329076
2013-05-02,1644.949951,1672.000000,1611.000000,1613.849976,1169.550171,472417
2013-05-03,1613.849976,1624.449951,1587.150024,1611.400024,1167.774658,203386
2013-05-06,1612.000000,1658.199951,1608.650024,1649.400024,1195.313110,210606
2013-05-07,1656.000000,1714.000000,1655.099976,1706.349976,1236.584595,286468
2013-05-08,1709.000000,1714.849976,1671.000000,1676.349976,1214.843628,262626
2013-05-09,1675.000000,1700.000000,1670.349976,1676.099976,1214.662354,134890
2013-05-10,1680.000000,1724.500000,1675.400024,1704.949951,1235.570068,395698
2013-05-13,1713.699951,1716.000000,1672.650024,1678.849976,1216.655273,125972
2013-05-14,1682.000000,1692.849976,1661.000000,1674.500000,1213.503052,189703
2013-05-15,1690.000000,1716.099976,1685.000000,1703.849976,1234.772705,418851
2013-05-16,1702.250000,1716.750000,1680.099976,1693.949951,1227.598145,369881
2013-05-17,1693.000000,1702.849976,1677.000000,1684.400024,1220.677856,238138
2013-05-20,1689.000000,1710.000000,1684.550049,1701.699951,1233.214722,235466
2013-05-21,1701.650024,1706.800049,1676.550049,1683.800049,1220.242554,400275
2013-05-22,1685.099976,1687.900024,1644.099976,1650.349976,1196.001709,188233
2013-05-23,1645.000000,1659.800049,1614.750000,1651.650024,1196.943604,289683
2013-05-24,1662.000000,1670.000000,1630.050049,1633.349976,1183.681519,388168
2013-05-27,1630.000000,1669.250000,1613.400024,1654.349976,1198.900513,219140
2013-05-28,1669.000000,1771.699951,1660.500000,1750.000000,1268.217529,528689
